Order_ID,Order_Date,Customer_ID,Customer_Segment,Region,Product_Category,Product_Name,Sales_Channel,Quantity,Unit_Price,Discount_Rate,Revenue,Cost,Profit,Payment_Method,Customer_Rating,Is_Returned,Sales_Rep,Delivery_Days,Campaign_Source,Notes
ORD-100283,2025-05-18,CUST-1070,Small Business,West,Technology,Wireless Headset,Partner,6,138.25,0.0,829.52,647.34,182.18,Bank Transfer,4.1,False,B. Santos,7,Search,Priority client
ORD-100284,2025-12-23,CUST-1146,Corporate,West,Technology,Business Tablet,Retail Store,2,653.1,0.1,1175.58,758.67,416.92,Purchase Order,4.4,False,F. Tan,8,Trade Show,
ORD-100285,2025-01-15,CUST-1017,Small Business,East,Office Supplies,Printer Toner,Online,8,152.72,0.0,1221.77,976.72,245.05,Bank Transfer,4.2,False,F. Tan,8,Trade Show,
ORD-100286,2025-09-25,CUST-1099,Consumer,Central,Technology,4K Monitor,Online,11,438.26,0.2,3856.67,2749.82,1106.85,Credit Card,3.4,False,C. Reyes,6,Trade Show,
ORD-100287,2025-08-29,CUST-1013,Corporate,South,Services,Installation Service,Partner,2,257.57,0.1,463.63,361.23,102.4,Purchase Order,4.3,False,D. Lim,6,Email,
ORD-100288,2025-08-24,CUST-1031,Small Business,North,Services,Data Migration,Online,8,969.1,0.0,7752.79,5734.03,2018.76,Purchase Order,4.8,False,G. Ramos,8,Email,
ORD-100289,2025-10-13,CUST-1053,Corporate,West,Technology,Laptop Pro 14,Corporate Sales,10,1214.66,0.15,10324.62,8254.11,2070.51,Mobile Wallet,2.7,False,A. Cruz,9,Search,Follow-up required
ORD-100290,2025-08-21,CUST-1116,Consumer,North,Furniture,Storage Shelf,Retail Store,10,300.13,0.15,2551.12,1508.4,1042.71,Credit Card,3.1,False,F. Tan,6,Social,New account
ORD-100291,2025-11-21,CUST-1127,Consumer,West,Furniture,Storage Shelf,Online,9,279.04,0.05,2385.82,1806.37,579.45,Mobile Wallet,4.2,False,D. Lim,1,Search,
ORD-100292,2025-03-03,CUST-1107,Consumer,Central,Services,Installation Service,Online,8,237.27,0.0,1898.14,1278.27,619.87,Purchase Order,3.5,False,H. Navarro,2,Direct,
ORD-100293,2025-10-29,CUST-1150,Small Business,Central,Office Supplies,Printer Toner,Retail Store,1,161.86,0.15,137.58,91.54,46.04,Bank Transfer,3.4,False,C. Reyes,9,Email,Priority client
ORD-100294,2025-07-18,CUST-1102,Small Business,East,Furniture,Storage Shelf,Partner,7,302.97,0.1,1908.72,1325.13,583.59,Bank Transfer,4.9,False,C. Reyes,4,Referral,
ORD-100295,2025-11-05,CUST-1056,Consumer,South,Furniture,Storage Shelf,Corporate Sales,6,308.79,0.2,1482.18,1192.92,289.26,Mobile Wallet,3.5,False,C. Reyes,9,Direct,New account
ORD-100296,2025-11-29,CUST-1091,Corporate,West,Office Supplies,Desk Organizer,Partner,9,26.28,0.2,189.22,121.66,67.56,Mobile Wallet,4.6,False,G. Ramos,2,Email,
ORD-100297,2025-09-25,CUST-1042,Small Business,East,Technology,Laptop Pro 14,Retail Store,7,1323.7,0.0,9265.91,5488.59,3777.32,Credit Card,5.0,True,E. Garcia,3,Search,
ORD-100298,2025-10-05,CUST-1058,Corporate,Central,Technology,Wireless Headset,Partner,8,144.06,0.0,1152.48,881.67,270.81,Bank Transfer,4.0,False,E. Garcia,9,Direct,
ORD-100299,2025-12-07,CUST-1014,Consumer,East,Technology,4K Monitor,Retail Store,7,422.89,0.1,2664.18,1593.27,1070.91,Purchase Order,4.1,False,D. Lim,6,Direct,Follow-up required
ORD-100300,2025-12-27,CUST-1115,Consumer,North,Furniture,Storage Shelf,Retail Store,9,310.27,0.2,2233.92,1528.8,705.12,Bank Transfer,5.0,False,B. Santos,4,Referral,
ORD-100301,2025-01-21,CUST-1066,Consumer,East,Services,Training Package,Partner,9,427.18,0.05,3652.36,2836.36,815.99,Bank Transfer,4.6,False,A. Cruz,10,Search,
ORD-100302,2025-06-15,CUST-1092,Consumer,East,Technology,Cloud Security Suite,Retail Store,11,858.03,0.05,8966.43,6470.67,2495.76,Bank Transfer,4.8,False,B. Santos,10,Trade Show,Follow-up required
ORD-100303,2025-03-23,CUST-1085,Small Business,East,Services,Data Migration,Corporate Sales,9,923.59,0.1,7481.04,4503.43,2977.61,Bank Transfer,4.0,False,H. Navarro,4,Trade Show,
ORD-100304,2025-11-29,CUST-1063,Consumer,East,Technology,Laptop Pro 14,Partner,11,1217.2,0.05,12719.71,9031.71,3688.0,Credit Card,4.6,False,G. Ramos,10,Social,Follow-up required
ORD-100305,2025-10-04,CUST-1125,Consumer,East,Furniture,Executive Chair,Retail Store,9,525.47,0.05,4492.8,3395.36,1097.44,Mobile Wallet,4.5,False,B. Santos,9,Email,Priority client
ORD-100306,2025-03-27,CUST-1109,Consumer,South,Technology,Laptop Pro 14,Partner,4,1348.95,0.2,4316.65,3383.42,933.23,Credit Card,4.9,False,C. Reyes,4,Email,
ORD-100307,2025-08-24,CUST-1059,Small Business,West,Furniture,Executive Chair,Partner,2,464.52,0.0,929.04,647.97,281.07,Purchase Order,4.4,True,G. Ramos,6,Referral,Follow-up required
ORD-100308,2025-06-11,CUST-1150,Consumer,North,Technology,4K Monitor,Corporate Sales,11,429.68,0.0,4726.44,3385.58,1340.86,Credit Card,4.3,False,E. Garcia,10,Direct,
ORD-100309,2025-06-04,CUST-1041,Corporate,South,Technology,Wireless Headset,Retail Store,8,161.38,0.1,1161.95,683.4,478.55,Purchase Order,3.3,False,E. Garcia,1,Direct,Priority client
ORD-100310,2025-03-15,CUST-1011,Consumer,Central,Furniture,Filing Cabinet,Partner,1,237.59,0.15,201.95,164.2,37.75,Credit Card,4.9,False,E. Garcia,3,Search,
ORD-100311,2025-06-26,CUST-1158,Small Business,South,Office Supplies,Printer Toner,Online,11,184.02,0.15,1720.55,1193.74,526.81,Bank Transfer,4.1,False,A. Cruz,3,Trade Show,
ORD-100312,2025-08-25,CUST-1149,Small Business,East,Technology,Wireless Headset,Corporate Sales,11,143.61,0.0,1579.7,1230.49,349.21,Bank Transfer,4.1,False,D. Lim,4,Email,New account
ORD-100313,2025-05-26,CUST-1079,Corporate,Central,Technology,Business Tablet,Retail Store,6,634.27,0.1,3425.08,2476.69,948.39,Mobile Wallet,3.8,False,F. Tan,10,Referral,New account
ORD-100314,2025-03-28,CUST-1093,Consumer,East,Technology,Wireless Headset,Partner,4,136.39,0.0,545.57,407.6,137.97,Purchase Order,3.9,False,H. Navarro,7,Social,
ORD-100315,2025-06-06,CUST-1072,Consumer,Central,Services,Data Migration,Retail Store,2,919.58,0.0,1839.15,1386.62,452.53,Mobile Wallet,4.0,False,B. Santos,2,Direct,
ORD-100316,2025-02-08,CUST-1152,Consumer,North,Technology,Cloud Security Suite,Corporate Sales,11,906.1,0.0,9967.11,7672.41,2294.69,Purchase Order,3.8,False,C. Reyes,10,Social,Priority client
ORD-100317,2025-07-20,CUST-1024,Small Business,East,Office Supplies,Desk Organizer,Online,12,27.95,0.05,318.62,232.66,85.96,Bank Transfer,4.3,False,C. Reyes,9,Trade Show,Follow-up required
ORD-100318,2025-03-13,CUST-1124,Small Business,North,Services,Installation Service,Retail Store,3,236.65,0.15,603.45,353.54,249.92,Purchase Order,4.8,False,D. Lim,3,,New account
ORD-100319,2025-05-16,CUST-1121,Small Business,North,Furniture,Standing Desk,Online,1,675.56,0.2,540.45,316.22,224.23,Mobile Wallet,4.2,False,B. Santos,6,Direct,Priority client
ORD-100320,2025-09-24,CUST-1097,Small Business,Central,Furniture,Filing Cabinet,Online,10,238.23,0.15,2024.96,1562.68,462.28,Mobile Wallet,4.9,False,G. Ramos,7,Search,New account
ORD-100321,2025-09-22,CUST-1129,Consumer,West,Services,Training Package,Retail Store,6,494.81,0.1,2672.0,1774.66,897.33,Bank Transfer,3.7,False,B. Santos,10,Trade Show,
ORD-100322,2025-11-26,CUST-1031,Corporate,South,Furniture,Standing Desk,Partner,3,626.47,0.0,1879.41,1373.1,506.31,Mobile Wallet,5.0,False,B. Santos,10,Referral,New account
ORD-100323,2025-12-12,CUST-1063,Consumer,South,Services,Support Contract,Retail Store,4,1289.68,0.15,4384.92,3578.88,806.04,Bank Transfer,3.8,False,A. Cruz,7,Trade Show,
ORD-100324,2025-03-17,CUST-1145,Corporate,North,Technology,Business Tablet,Corporate Sales,5,688.01,0.0,3440.03,2604.17,835.86,Credit Card,5.0,False,D. Lim,7,Referral,Follow-up required
ORD-100325,2025-11-07,CUST-1150,Consumer,Central,Services,Support Contract,Corporate Sales,3,1137.31,0.0,3411.92,2069.38,1342.54,Bank Transfer,3.1,False,F. Tan,10,Referral,
ORD-100326,2025-11-02,CUST-1134,Corporate,West,Technology,Business Tablet,Retail Store,7,670.52,0.1,4224.3,2686.93,1537.37,Credit Card,3.4,False,C. Reyes,1,Referral,
ORD-100327,2025-11-11,CUST-1139,Consumer,West,Technology,Cloud Security Suite,Partner,9,816.67,0.0,7350.02,4294.54,3055.48,Mobile Wallet,4.1,False,A. Cruz,3,Direct,Follow-up required
ORD-100328,2025-09-29,CUST-1109,Consumer,East,Services,Installation Service,Partner,8,244.22,0.1,1758.36,1306.66,451.7,Bank Transfer,4.3,False,B. Santos,10,Social,
ORD-100329,2025-11-03,CUST-1134,Consumer,Central,Services,Training Package,Online,4,424.64,0.0,1698.57,1372.43,326.14,Purchase Order,4.8,False,D. Lim,1,Direct,Follow-up required
ORD-100330,2025-06-11,CUST-1067,Corporate,West,Services,Training Package,Corporate Sales,2,490.03,0.0,980.05,678.37,301.68,Mobile Wallet,,False,G. Ramos,10,Search,
ORD-100331,2025-07-31,CUST-1148,Small Business,West,Services,Installation Service,Retail Store,6,255.67,0.15,1303.92,808.55,495.37,Credit Card,4.2,False,D. Lim,5,Referral,
ORD-100332,2025-12-25,CUST-1141,Corporate,North,Office Supplies,Premium Paper,Retail Store,4,39.84,0.15,135.46,95.23,40.22,Purchase Order,4.5,False,A. Cruz,6,Email,
ORD-100333,2025-03-16,CUST-1156,Consumer,West,Services,Data Migration,Partner,7,898.83,0.0,6291.79,3915.8,2375.99,Mobile Wallet,3.6,True,A. Cruz,7,Search,
ORD-100334,2025-11-24,CUST-1050,Consumer,Central,Services,Support Contract,Retail Store,1,1267.1,0.0,1267.1,841.39,425.71,Bank Transfer,3.7,False,A. Cruz,9,Social,
ORD-100335,2025-05-03,CUST-1102,Small Business,Central,Technology,Business Tablet,Retail Store,2,637.19,0.05,1210.65,983.76,226.9,Credit Card,5.0,False,B. Santos,6,Email,New account
ORD-100336,2025-10-09,CUST-1156,Consumer,West,Furniture,Storage Shelf,Partner,10,310.72,0.05,2951.86,1821.11,1130.75,Credit Card,3.7,False,E. Garcia,5,Search,
ORD-100337,2025-07-28,CUST-1132,Small Business,Central,Technology,Cloud Security Suite,Corporate Sales,2,955.79,0.15,1624.84,1029.93,594.91,Purchase Order,4.3,False,G. Ramos,2,Trade Show,
ORD-100338,2025-09-05,CUST-1008,Small Business,North,Office Supplies,Ergonomic Notebook,Corporate Sales,8,18.33,0.2,117.34,84.39,32.95,Credit Card,3.0,False,G. Ramos,10,Direct,
ORD-100339,2025-04-23,CUST-1068,Consumer,East,Office Supplies,Ergonomic Notebook,Online,7,16.53,0.05,109.92,86.9,23.02,Purchase Order,3.6,False,F. Tan,1,Email,New account
ORD-100340,2025-10-11,CUST-1047,Corporate,South,Office Supplies,Printer Toner,Partner,6,182.14,0.05,1038.2,840.27,197.93,Bank Transfer,3.8,False,D. Lim,10,Direct,
ORD-100341,2025-05-04,CUST-1040,Consumer,North,Furniture,Standing Desk,Online,4,674.56,0.0,2698.22,2089.19,609.03,Purchase Order,4.6,False,A. Cruz,10,Trade Show,
ORD-100342,2025-01-22,CUST-1071,Small Business,South,Services,Training Package,Corporate Sales,10,412.83,0.05,3921.87,2659.14,1262.73,Purchase Order,5.0,False,D. Lim,10,Trade Show,
ORD-100343,2025-03-07,CUST-1089,Small Business,South,Technology,Cloud Security Suite,Partner,7,876.11,0.1,5519.49,3545.39,1974.1,Credit Card,4.1,False,H. Navarro,1,Social,Follow-up required
ORD-100344,2025-12-19,CUST-1093,Corporate,East,Technology,Laptop Pro 14,Retail Store,11,1190.16,0.0,13091.71,8285.01,4806.7,Mobile Wallet,5.0,False,D. Lim,2,Social,
ORD-100345,2025-08-30,CUST-1096,Small Business,West,Furniture,Filing Cabinet,Corporate Sales,3,227.03,0.1,612.97,366.72,246.25,Purchase Order,4.1,False,C. Reyes,7,Trade Show,New account
ORD-100346,2025-03-09,CUST-1098,Consumer,South,Office Supplies,Premium Paper,Retail Store,12,38.85,0.05,442.87,319.83,123.04,Purchase Order,5.0,False,A. Cruz,9,Search,Priority client
ORD-100347,2025-08-04,CUST-1125,Small Business,East,Services,Installation Service,Online,11,266.23,0.15,2489.29,1651.58,837.71,Purchase Order,4.6,False,B. Santos,6,,
ORD-100348,2025-03-25,CUST-1086,Small Business,East,Technology,Business Tablet,Corporate Sales,5,666.43,0.1,2998.94,2371.77,627.16,Mobile Wallet,5.0,False,F. Tan,2,Email,Priority client
ORD-100349,2025-07-30,CUST-1138,Consumer,East,Technology,Wireless Headset,Corporate Sales,11,157.86,0.15,1476.02,1089.35,386.68,Mobile Wallet,4.7,False,H. Navarro,10,Direct,New account
ORD-100350,2025-08-17,CUST-1043,Corporate,East,Technology,4K Monitor,Partner,10,477.13,0.05,4532.71,3368.87,1163.85,Purchase Order,4.5,False,B. Santos,3,Email,
ORD-100351,2025-03-24,CUST-1102,Small Business,West,Furniture,Standing Desk,Corporate Sales,6,643.92,0.05,3670.35,2791.86,878.49,Purchase Order,4.0,False,G. Ramos,5,Search,Follow-up required
ORD-100352,2025-04-05,CUST-1043,Small Business,North,Technology,Business Tablet,Online,12,675.95,0.0,8111.4,6152.02,1959.37,Credit Card,4.2,False,H. Navarro,2,Trade Show,
ORD-100353,2025-01-28,CUST-1022,Corporate,West,Technology,4K Monitor,Corporate Sales,9,427.86,0.0,3850.72,2989.36,861.36,Bank Transfer,4.1,False,D. Lim,10,Direct,
ORD-100354,2025-05-26,CUST-1092,Small Business,West,Services,Installation Service,Partner,3,225.32,0.15,574.56,372.83,201.74,Mobile Wallet,5.0,False,H. Navarro,1,Search,
ORD-100355,2025-12-24,CUST-1135,Corporate,Central,Office Supplies,Desk Organizer,Corporate Sales,10,29.68,0.1,267.1,217.82,49.28,Mobile Wallet,3.1,False,H. Navarro,10,Trade Show,Priority client
ORD-100356,2025-04-27,CUST-1003,Consumer,Central,Technology,4K Monitor,Retail Store,5,471.3,0.05,2238.68,1588.56,650.12,Mobile Wallet,4.7,False,E. Garcia,3,Referral,
ORD-100357,2025-10-01,CUST-1060,Consumer,Central,Technology,4K Monitor,Corporate Sales,8,484.69,0.05,3683.64,2231.09,1452.55,Bank Transfer,4.3,True,G. Ramos,10,Trade Show,Follow-up required
ORD-100358,2025-08-12,CUST-1097,Consumer,East,Services,Installation Service,Online,3,273.15,0.2,655.56,434.01,221.55,Purchase Order,5.0,False,D. Lim,7,Trade Show,
ORD-100359,2025-11-10,CUST-1049,Consumer,South,Furniture,Filing Cabinet,Retail Store,11,224.81,0.2,1978.32,1589.95,388.37,Mobile Wallet,3.8,False,B. Santos,5,Direct,Priority client
ORD-100360,2025-08-22,CUST-1039,Consumer,Central,Services,Training Package,Online,12,432.09,0.15,4407.28,3305.29,1101.99,Bank Transfer,4.2,False,B. Santos,6,Social,
ORD-100361,2025-05-18,CUST-1127,Consumer,East,Office Supplies,Printer Toner,Partner,12,154.38,0.0,1852.52,1333.3,519.22,Mobile Wallet,5.0,False,H. Navarro,3,Social,
ORD-100362,2025-08-26,CUST-1121,Consumer,South,Technology,Wireless Headset,Corporate Sales,2,135.46,0.0,270.93,213.81,57.12,Purchase Order,3.0,True,A. Cruz,8,Email,Follow-up required
ORD-100363,2025-05-08,CUST-1025,Corporate,South,Services,Support Contract,Partner,4,1313.64,0.2,4203.64,3415.59,788.05,Purchase Order,3.7,False,E. Garcia,4,Social,Priority client
ORD-100364,2025-03-23,CUST-1093,Consumer,South,Technology,Cloud Security Suite,Online,9,945.44,0.0,8508.92,4985.38,3523.54,Bank Transfer,4.4,False,G. Ramos,5,Social,
ORD-100365,2025-01-08,CUST-1011,Corporate,West,Office Supplies,Ergonomic Notebook,Retail Store,10,16.28,0.0,162.8,107.07,55.73,Mobile Wallet,5.0,False,B. Santos,4,Search,
ORD-100366,2025-03-22,CUST-1092,Corporate,South,Services,Consulting Hours,Online,11,186.6,0.15,1744.7,1198.64,546.06,Bank Transfer,4.1,False,H. Navarro,1,Search,
ORD-100367,2025-06-12,CUST-1035,Small Business,North,Furniture,Meeting Table,Partner,12,762.83,0.0,9153.91,7499.89,1654.02,Purchase Order,3.0,True,E. Garcia,10,Trade Show,New account
ORD-100368,2025-12-23,CUST-1120,Small Business,Central,Services,Installation Service,Retail Store,10,233.18,0.0,2331.81,1797.25,534.56,Credit Card,2.5,False,C. Reyes,6,Referral,New account
ORD-100369,2025-06-01,CUST-1048,Consumer,Central,Furniture,Storage Shelf,Corporate Sales,6,310.58,0.1,1677.14,1061.61,615.54,Bank Transfer,4.3,True,F. Tan,13,Direct,New account
ORD-100370,2025-02-02,CUST-1157,Small Business,East,Services,Installation Service,Partner,9,257.73,0.2,1855.62,1197.96,657.67,Mobile Wallet,3.7,False,B. Santos,9,Email,
ORD-100371,2025-09-25,CUST-1125,Consumer,North,Technology,Laptop Pro 14,Online,3,1416.13,0.0,4248.4,2618.09,1630.31,Purchase Order,4.6,False,H. Navarro,4,Trade Show,
ORD-100372,2025-11-16,CUST-1054,Corporate,West,Furniture,Executive Chair,Online,6,481.15,0.0,2886.9,2116.81,770.09,Purchase Order,4.0,False,A. Cruz,2,Social,
ORD-100373,2025-10-13,CUST-1011,Corporate,North,Services,Training Package,Corporate Sales,12,440.78,0.0,5289.4,3415.96,1873.44,Credit Card,4.1,False,D. Lim,5,Trade Show,Follow-up required
ORD-100374,2025-02-19,CUST-1064,Corporate,South,Technology,Business Tablet,Partner,9,754.1,0.1,6108.17,3879.84,2228.33,Credit Card,4.3,False,F. Tan,9,Direct,New account
ORD-100375,2025-08-23,CUST-1041,Corporate,Central,Services,Consulting Hours,Partner,3,169.67,0.0,509.02,299.03,209.98,Mobile Wallet,3.2,False,F. Tan,9,Trade Show,
ORD-100376,2025-06-16,CUST-1062,Corporate,Central,Furniture,Meeting Table,Retail Store,11,857.22,0.1,8486.52,5886.0,2600.52,Purchase Order,5.0,False,E. Garcia,6,Social,Follow-up required
ORD-100377,2025-08-20,CUST-1035,Small Business,North,Services,Support Contract,Corporate Sales,1,1312.37,0.2,1049.89,655.69,394.21,Bank Transfer,4.4,True,D. Lim,6,Social,Follow-up required
ORD-100378,2025-01-12,CUST-1025,Consumer,West,Furniture,Storage Shelf,Corporate Sales,9,315.2,0.15,2411.29,1887.43,523.86,Bank Transfer,4.4,False,C. Reyes,10,Social,
ORD-100379,2025-07-07,CUST-1056,Corporate,North,Office Supplies,Ink Cartridge Pack,Corporate Sales,5,135.73,0.05,644.74,470.85,173.89,Purchase Order,4.2,False,C. Reyes,7,Referral,Follow-up required
ORD-100380,2025-12-20,CUST-1015,Small Business,East,Technology,Cloud Security Suite,Partner,11,952.32,0.05,9951.72,6922.07,3029.65,Purchase Order,4.6,True,B. Santos,14,Search,
ORD-100381,2025-12-01,CUST-1145,Consumer,East,Technology,4K Monitor,Retail Store,1,423.87,0.05,402.68,245.65,157.03,Bank Transfer,3.6,False,A. Cruz,6,Direct,Follow-up required
ORD-100382,2025-07-21,CUST-1101,Consumer,South,Services,Data Migration,Corporate Sales,10,893.1,0.15,7591.35,5298.63,2292.72,Credit Card,5.0,False,H. Navarro,7,Trade Show,
ORD-100383,2025-01-26,CUST-1035,Small Business,Central,Services,Training Package,Retail Store,2,410.78,0.1,739.4,532.13,207.27,Purchase Order,4.7,False,G. Ramos,3,Direct,
ORD-100384,2025-10-20,CUST-1069,Small Business,East,Office Supplies,Desk Organizer,Online,10,27.9,0.2,223.2,153.84,69.36,Credit Card,3.6,False,G. Ramos,4,Referral,
ORD-100385,2025-07-07,CUST-1079,Consumer,East,Furniture,Standing Desk,Partner,6,567.56,0.05,3235.1,1932.61,1302.49,Bank Transfer,3.8,False,H. Navarro,1,Email,
ORD-100386,2025-04-30,CUST-1014,Consumer,Central,Office Supplies,Ergonomic Notebook,Retail Store,3,18.36,0.2,44.06,28.64,15.42,Mobile Wallet,2.3,False,A. Cruz,2,Social,New account
ORD-100387,2025-12-22,CUST-1140,Corporate,East,Technology,Wireless Headset,Partner,8,154.81,0.1,1114.64,876.58,238.05,Bank Transfer,3.4,True,A. Cruz,6,Referral,
ORD-100388,2025-10-26,CUST-1014,Small Business,North,Technology,Wireless Headset,Online,3,141.31,0.0,423.94,346.27,77.67,Purchase Order,4.1,False,E. Garcia,10,Direct,
ORD-100389,2025-12-04,CUST-1098,Corporate,North,Furniture,Executive Chair,Corporate Sales,1,454.04,0.05,431.33,301.82,129.52,Purchase Order,5.0,False,B. Santos,7,Search,
ORD-100390,2025-04-12,CUST-1126,Small Business,South,Services,Data Migration,Online,12,961.33,0.0,11536.0,6717.93,4818.07,Mobile Wallet,4.8,True,F. Tan,12,Social,
ORD-100391,2025-11-17,CUST-1008,Corporate,East,Furniture,Standing Desk,Retail Store,9,607.17,0.05,5191.29,3655.97,1535.32,Bank Transfer,3.9,False,F. Tan,5,Referral,Priority client
ORD-100392,2025-12-03,CUST-1059,Small Business,South,Office Supplies,Premium Paper,Retail Store,12,35.36,0.1,381.88,228.69,153.19,Purchase Order,3.6,False,E. Garcia,10,Trade Show,
ORD-100393,2025-06-18,CUST-1052,Consumer,East,Services,Data Migration,Retail Store,3,930.42,0.0,2791.25,1707.83,1083.42,Purchase Order,5.0,False,C. Reyes,10,Direct,
ORD-100394,2025-10-17,CUST-1082,Consumer,North,Office Supplies,Ergonomic Notebook,Corporate Sales,2,19.08,0.15,32.44,20.37,12.07,Purchase Order,4.6,False,G. Ramos,2,Social,
ORD-100395,2025-08-15,CUST-1157,Corporate,East,Furniture,Standing Desk,Retail Store,4,587.17,0.0,2348.68,1421.18,927.5,Bank Transfer,5.0,False,D. Lim,1,Direct,
ORD-100396,2025-01-14,CUST-1096,Consumer,West,Furniture,Executive Chair,Partner,12,443.19,0.1,4786.44,3851.61,934.84,Purchase Order,4.8,False,C. Reyes,10,Search,Priority client
ORD-100397,2025-04-09,CUST-1052,Consumer,North,Office Supplies,Premium Paper,Retail Store,7,35.51,0.0,248.54,176.44,72.1,Purchase Order,4.6,False,H. Navarro,7,Direct,
ORD-100398,2025-06-16,CUST-1098,Corporate,East,Services,Installation Service,Partner,7,260.7,0.1,1642.44,1268.64,373.79,Credit Card,,False,B. Santos,10,Referral,New account
ORD-100399,2025-08-22,CUST-1100,Corporate,North,Technology,Business Tablet,Retail Store,9,676.56,0.15,5175.65,4014.01,1161.63,Mobile Wallet,5.0,False,H. Navarro,1,Referral,Follow-up required
ORD-100400,2025-06-05,CUST-1133,Consumer,West,Furniture,Meeting Table,Partner,3,791.38,0.1,2136.73,1569.34,567.39,Credit Card,4.2,False,B. Santos,1,Search,New account
ORD-100401,2025-10-27,CUST-1152,Corporate,South,Office Supplies,Printer Toner,Partner,7,169.89,0.05,1129.78,853.64,276.14,Credit Card,3.6,False,E. Garcia,3,Social,Priority client
ORD-100402,2025-12-21,CUST-1135,Corporate,West,Office Supplies,Premium Paper,Retail Store,2,41.9,0.0,83.8,53.01,30.79,Purchase Order,3.7,False,G. Ramos,6,Email,
ORD-100403,2025-03-29,CUST-1014,Small Business,East,Furniture,Storage Shelf,Corporate Sales,11,327.46,0.0,3602.02,2380.42,1221.61,Purchase Order,4.5,False,E. Garcia,3,Direct,
ORD-100404,2025-04-03,CUST-1118,Small Business,West,Technology,Business Tablet,Online,4,721.19,0.0,2884.75,2018.08,866.67,Purchase Order,3.7,False,D. Lim,5,Search,
ORD-100405,2025-10-29,CUST-1063,Corporate,East,Services,Support Contract,Retail Store,7,1213.29,0.1,7643.71,5752.72,1890.99,Credit Card,4.1,False,C. Reyes,10,Search,
ORD-100406,2025-01-29,CUST-1085,Consumer,North,Furniture,Executive Chair,Online,3,459.62,0.0,1378.85,1024.83,354.01,Purchase Order,4.2,False,C. Reyes,10,Search,
ORD-100407,2025-12-11,CUST-1144,Consumer,West,Furniture,Storage Shelf,Corporate Sales,11,273.42,0.2,2406.07,1413.22,992.85,Credit Card,3.9,False,B. Santos,10,Social,
ORD-100408,2025-06-15,CUST-1121,Consumer,North,Furniture,Meeting Table,Corporate Sales,2,857.85,0.1,1544.13,1165.08,379.05,Mobile Wallet,2.8,False,G. Ramos,2,Trade Show,
ORD-100409,2025-04-18,CUST-1124,Corporate,Central,Office Supplies,Desk Organizer,Corporate Sales,1,30.41,0.0,30.41,20.74,9.67,Purchase Order,3.2,False,F. Tan,9,Social,
ORD-100410,2025-09-27,CUST-1047,Corporate,South,Furniture,Standing Desk,Corporate Sales,10,690.35,0.15,5867.94,3459.89,2408.05,Bank Transfer,3.0,False,A. Cruz,8,Email,Priority client
ORD-100411,2025-01-13,CUST-1012,Small Business,East,Services,Consulting Hours,Retail Store,12,193.21,0.0,2318.56,1666.77,651.79,Credit Card,5.0,False,D. Lim,7,Direct,Priority client
ORD-100412,2025-05-25,CUST-1002,Consumer,East,Furniture,Executive Chair,Corporate Sales,5,487.7,0.05,2316.56,1829.2,487.35,Purchase Order,3.8,False,A. Cruz,6,Search,
ORD-100413,2025-04-10,CUST-1035,Small Business,South,Furniture,Filing Cabinet,Partner,11,236.55,0.1,2341.85,1595.3,746.55,Mobile Wallet,4.6,False,H. Navarro,1,Referral,New account
ORD-100414,2025-01-29,CUST-1054,Corporate,East,Furniture,Storage Shelf,Corporate Sales,12,323.66,0.2,3107.13,1959.23,1147.9,Credit Card,2.9,False,C. Reyes,9,Social,
ORD-100415,2025-01-16,CUST-1100,Consumer,Central,Furniture,Meeting Table,Online,11,818.65,0.15,7654.38,5599.75,2054.63,Mobile Wallet,3.6,False,F. Tan,10,Direct,Follow-up required
ORD-100416,2025-01-17,CUST-1078,Consumer,Central,Furniture,Meeting Table,Corporate Sales,2,833.49,0.1,1500.28,1197.48,302.8,Bank Transfer,4.4,False,B. Santos,6,Social,Priority client
ORD-100417,2025-01-20,CUST-1088,Small Business,Central,Office Supplies,Premium Paper,Corporate Sales,8,36.5,0.15,248.21,158.11,90.1,Mobile Wallet,4.1,True,C. Reyes,10,Email,
ORD-100418,2025-09-22,CUST-1002,Small Business,North,Office Supplies,Ink Cartridge Pack,Online,12,122.48,0.0,1469.74,1159.6,310.15,Mobile Wallet,5.0,False,H. Navarro,9,Email,
ORD-100419,2025-02-22,CUST-1052,Consumer,East,Furniture,Executive Chair,Corporate Sales,10,483.65,0.05,4594.68,3232.62,1362.07,Mobile Wallet,5.0,False,H. Navarro,4,Direct,
ORD-100420,2025-03-02,CUST-1132,Consumer,South,Furniture,Standing Desk,Corporate Sales,3,586.67,0.05,1672.01,1126.7,545.31,Mobile Wallet,2.8,False,E. Garcia,10,Search,Follow-up required
ORD-100421,2025-12-27,CUST-1114,Consumer,South,Furniture,Storage Shelf,Online,4,327.07,0.0,1308.28,839.86,468.43,Purchase Order,3.1,True,A. Cruz,13,Email,Follow-up required
ORD-100422,2025-07-16,CUST-1115,Corporate,East,Technology,Laptop Pro 14,Corporate Sales,7,1370.05,0.1,8631.3,5277.26,3354.04,Mobile Wallet,5.0,False,D. Lim,10,Direct,Follow-up required
ORD-100423,2025-12-10,CUST-1117,Small Business,West,Technology,4K Monitor,Partner,10,502.13,0.0,5021.3,3459.22,1562.08,Bank Transfer,4.2,False,D. Lim,8,Search,
